GEOID,NAME,mean
17031,Cook,0.1792259124036174
17097,Lake,0.1361141772975068
18039,Elkhart,0.42067747956127405
18141,St. Joseph,0.4449564781283943
18087,LaGrange,0.4251600444935815
18127,Porter,0.3095902386287333
18091,LaPorte,0.47436138616225615
18151,Steuben,0.40943841129857433
26017,Bay,0.3045508444408987
26111,Midland,0.5140350711695543
26145,Saginaw,0.42705735306362075
26021,Berrien,0.1705663906086593
26027,Cass,0.4709476221605678
26035,Clare,0.5179949954121519
26153,Schoolcraft,0.3180634218690804
26003,Alger,0.09422990462474409
26123,Newaygo,0.5016468322876213
26151,Sanilac,0.26262717114116585
26071,Iron,0.5474633784480366
26131,Ontonagon,0.19773296214527802
26013,Baraga,0.4836756689293263
26001,Alcona,0.19608604716809624
26085,Lake,0.5150687567748475
26009,Antrim,0.41802991509571674
26143,Roscommon,0.46269476094478496
26095,Luce,0.24437743177609064
26053,Gogebic,0.4361169981174368
26119,Montmorency,0.5090410914438189
26135,Oscoda,0.4948552385153981
26129,Ogemaw,0.506217252716871
26157,Tuscola,0.3978654537761641
26127,Oceana,0.20136080723957778
26141,Presque Isle,0.12088560442440709
26137,Otsego,0.5100589302075708
26063,Huron,0.16361455613221892
26069,Iosco,0.13882146244545684
26029,Charlevoix,0.1536703247924703
26011,Arenac,0.2544163342365594
26047,Emmet,0.2842159590006426
26031,Cheboygan,0.42959066296191084
26051,Gladwin,0.5152140997578167
26039,Crawford,0.47647654121226185
26097,Mackinac,0.251676574377474
26101,Manistee,0.2237788159819605
26133,Osceola,0.5094603963061444
26007,Alpena,0.16503854257639983
26165,Wexford,0.5160679102905122
26113,Missaukee,0.5189741189918553
26023,Branch,0.3988253223022764
26041,Delta,0.29537890032708913
26059,Hillsdale,0.4422863504440232
26083,Keweenaw,0.04163722638746471
26061,Houghton,0.38719448462660516
26043,Dickinson,0.5296173720446263
26075,Jackson,0.47286814809754163
26105,Mason,0.19806213029169495
26109,Menominee,0.3956785987541482
26103,Marquette,0.28006521073641305
26033,Chippewa,0.29828521366234256
26089,Leelanau,0.06273248726564082
26079,Kalkaska,0.5030571776664096
26019,Benzie,0.19705474842900475
26055,Grand Traverse,0.37414352527297773
26057,Gratiot,0.35949497986529294
26073,Isabella,0.42608153591332126
26025,Calhoun,0.44542027707731696
26159,Van Buren,0.2816003110047853
26077,Kalamazoo,0.4564462109705933
26149,St. Joseph,0.39784053372263795
26037,Clinton,0.38105745056270984
26065,Ingham,0.4377356039725719
26045,Eaton,0.4039091878751001
26155,Shiawassee,0.37881555325101446
26091,Lenawee,0.40537315822600184
26161,Washtenaw,0.4611509277459632
26163,Wayne,0.3335597883955384
26087,Lapeer,0.4732010082183817
26147,St. Clair,0.3828274060215232
26093,Livingston,0.4858389300533975
26099,Macomb,0.32442492618455504
26125,Oakland,0.43909153276726065
26049,Genesee,0.4451938186190477
26115,Monroe,0.32235228256360215
26107,Mecosta,0.4814363372150388
26139,Ottawa,0.15159263517016391
26015,Barry,0.46501531007528396
26081,Kent,0.4500505909151755
26117,Montcalm,0.4468856583211437
26005,Allegan,0.21784415235483087
26067,Ionia,0.4093018460760186
26121,Muskegon,0.16334579718282427
27031,Cook,0.14610282724992663
39051,Fulton,0.3999326767570964
39095,Lucas,0.2049036026888403
39171,Williams,0.3696317531606115
55003,Ashland,0.31254548694820605
55125,Vilas,0.4634435147348819
55041,Forest,0.5433448148852491
55051,Iron,0.47284497765108446
55029,Door,0.08803672945289512
55037,Florence,0.5537770036728009
55071,Manitowoc,0.1853405356509533
55075,Marinette,0.47879912815862347
55117,Sheboygan,0.18679956227311523
55059,Kenosha,0.1384069602694831
55079,Milwaukee,0.06862919429670851
55089,Ozaukee,0.09417050286624161
55101,Racine,0.15304121691247805
55061,Kewaunee,0.14469487385117463
